stɪɡmatiziʁən	ʃtɪkmatiziʁən	ʃtɪɡmɑtizirən	stigmatisieren	x	Doch bergen solche Institutionen auch immer die Gefahr Menschen zu stigmatisieren und in eine Kategorie einzuordnen
aɪntsuɔʁdnən	aentsuɔʁdnən	aɪntsuɔɾdnən	einzuordnen	x	Doch bergen solche Institutionen auch immer die Gefahr Menschen zu stigmatisieren und in eine Kategorie einzuordnen
taɪllaɪstʊŋsʃtɛʁkn	taelləɪstʊŋzstɛʁkən	taɪlaɪstʊŋsʃtɛɾkən	Teilleistungsstärken	x	Neben Schwächen werden auch Teilleistungsstärken beachtet
bitʃtət	bəaxtət	bəaxtət	beachtet	x	Neben Schwächen werden auch Teilleistungsstärken beachtet
bəhɪndɐtɐ	bəhɪndɛʁtɐ	bəhɪndɜtɜ	behinderter	x	Vor allem durch die Initiative von Eltern behinderter Kinder wurden verschiedene Modellversuche zur gemeinsamen Unterrichtung behinderter und nicht behinderter Kinder durchgeführt
modɛlfɛɐzuxə	modɛllvɛʁzʊxə	modɛlfɜzuxə	Modellversuche	x	Vor allem durch die Initiative von Eltern behinderter Kinder wurden verschiedene Modellversuche zur gemeinsamen Unterrichtung behinderter und nicht behinderter Kinder durchgeführt
ʊntɐʁɪctʊŋ	ʊntɛʁʁɪctʊŋ	ʊntɜrɪctʊŋ	Unterrichtung	x	Vor allem durch die Initiative von Eltern behinderter Kinder wurden verschiedene Modellversuche zur gemeinsamen Unterrichtung behinderter und nicht behinderter Kinder durchgeführt
fɛɐlifn	fɛɐlifən	fɛɾlifən	verliefen	x	Diese Modellversuche verliefen positiv
zɔndɐʃulbədʏʁftɪkkaɪt	zɔndɛʁʃʊlbədʏʁftɪkkəit	zɔndɜʃʊlbedyɾftɪckaɪt	Sonderschulbedürftigkeit	x	Statt von Sonderschulbedürftigkeit wird nun von special educational needs von speziellen Erziehungsbedürfnissen oder von sonderpädagogischem Förderbedarf gesprochen
spɛʃə‍l	ʃpetsial	ʃpekiɑl	special	x	Statt von Sonderschulbedürftigkeit wird nun von special educational needs von speziellen Erziehungsbedürfnissen oder von sonderpädagogischem Förderbedarf gesprochen
ɛd‍ʒuke‍ɪʃənə‍l	edukatsɪonal	edukatsjonɑl	educational	x	Statt von Sonderschulbedürftigkeit wird nun von special educational needs von speziellen Erziehungsbedürfnissen oder von sonderpädagogischem Förderbedarf gesprochen
nidz	naets	nets	needs	x	Statt von Sonderschulbedürftigkeit wird nun von special educational needs von speziellen Erziehungsbedürfnissen oder von sonderpädagogischem Förderbedarf gesprochen
ɛɐtsiʊŋsbədyʁfnɪsɛn	ɛɐtsiʊŋsbedʏʁfnɪszən	ɛɾtsiʊŋsbədyɾfnɪsən	Erziehungsbedürfnissen	x	Statt von Sonderschulbedürftigkeit wird nun von special educational needs von speziellen Erziehungsbedürfnissen oder von sonderpädagogischem Förderbedarf gesprochen
zɔndɐpɛdaɡoɡɪʃm	zɔndɛʁpɛdagogɪʃəm	zɔndɜpɛdaɡoɡɪʃəm	sonderpädagogischem	x	Statt von Sonderschulbedürftigkeit wird nun von special educational needs von speziellen Erziehungsbedürfnissen oder von sonderpädagogischem Förderbedarf gesprochen
føɐdəʁbədaʁf	fœʁdɛʁbedaʁf	fœɾdɜbedaɾf	Förderbedarf	x	Statt von Sonderschulbedürftigkeit wird nun von special educational needs von speziellen Erziehungsbedürfnissen oder von sonderpädagogischem Förderbedarf gesprochen
zɔndɐpɛdaɡoɡɪʃə	zɔndɛʁpɛdagogɪʃə	zɔndɜpɛdaɡoɡɪʃə	sonderpädagogische	x	Voraussetzung ist in jedem Falle dass der sogenannte sonderpädagogische Förderungsbedarf besteht das heißt dass durch geeignete in der Regel standardisierte diagnostische Verfahren festgestellt wird wie und wie weit das Kind entwickelt ist
fœʁdəʁʊŋsbədaʁf	fœʁdɐʊŋsbedaʁf	fœɾderʊŋsbədaɾf	Förderungsbedarf	x	Voraussetzung ist in jedem Falle dass der sogenannte sonderpädagogische Förderungsbedarf besteht das heißt dass durch geeignete in der Regel standardisierte diagnostische Verfahren festgestellt wird wie und wie weit das Kind entwickelt ist
standaʁdiziɐtə	ʃtandaʁdiziʁtə	ʃtandaɾdiziɾtə	standardisierte	x	Voraussetzung ist in jedem Falle dass der sogenannte sonderpädagogische Förderungsbedarf besteht das heißt dass durch geeignete in der Regel standardisierte diagnostische Verfahren festgestellt wird wie und wie weit das Kind entwickelt ist
hɪlfʁaɪc	hɪlfʁaec	hɪlfraɪc	hilfreich	x	In der Folge werden pädagogische Maßnahmen ermittelt die hilfreich erscheinen das Kind zu fördern
ɡutaxtnɛɐʃtɛlʊŋ	gutaxtənɛʁstɛllʊŋ	ɡutaxtɛnɜʃtɛlʊŋ	Gutachtenerstellung	x	Unterschieden wird nach den zum Zeitpunkt der Gutachtenerstellung festgestellten Lernhemmungen wobei häufig multifaktorielle Behinderungen Mehrfachbehinderungen vorliegen
fɛstɡəʃtɛltn	fɛstgɛstɛlltən	fɛstɡəʃtɛltən	festgestellten	x	Unterschieden wird nach den zum Zeitpunkt der Gutachtenerstellung festgestellten Lernhemmungen wobei häufig multifaktorielle Behinderungen Mehrfachbehinderungen vorliegen
lɛʁnhɛmʊŋən	lɛʁnɛmmʊŋən	lɛɾnhɛmʊŋən	Lernhemmungen	x	Unterschieden wird nach den zum Zeitpunkt der Gutachtenerstellung festgestellten Lernhemmungen wobei häufig multifaktorielle Behinderungen Mehrfachbehinderungen vorliegen
mʊltifɛɪktoʁielle	mʊltifaktoʁillə	mʊltifaktorɪɛlə	multifaktorielle	x	Unterschieden wird nach den zum Zeitpunkt der Gutachtenerstellung festgestellten Lernhemmungen wobei häufig multifaktorielle Behinderungen Mehrfachbehinderungen vorliegen
meɐfaxbəhɪndɐʊŋən	meʁfaxbeɪndɐʊŋən	meɾfaxbeɪndərʊŋən	Mehrfachbehinderungen	x	Unterschieden wird nach den zum Zeitpunkt der Gutachtenerstellung festgestellten Lernhemmungen wobei häufig multifaktorielle Behinderungen Mehrfachbehinderungen vorliegen
haʊptbəhɪndɐʊŋsɡʁuppɛn	haoptbeɪndɐʊŋzgʁʊppən	haʊptbəhɪnderʊŋsɡɾʊpən	Hauptbehinderungsgruppen	x	Es gibt die folgenden Hauptbehinderungsgruppen Einschränkung der intellektuellen Fähigkeiten Lernbehinderung Einschränkung der sensorischen Fähigkeiten Sinnesbehinderung Sehbehinderung Blindheit Hörbehinderung Gehörlosigkeit Einschränkung der motorischen Fähigkeiten Körperbehinderung Einschränkung der Sprachfähigkeit Sprachbehinderung Einschränkung der sozialen Fähigkeiten soziales und emotionales Verhalten Einschränkung der kognitiven Fähigkeiten geistigekognitive Behinderung
lɛʁnbəhɪndəʁʊŋ	lɛʁnbəhɪndɐʊŋ	lɛɾnbəhɪndərʊŋ	Lernbehinderung	x	Es gibt die folgenden Hauptbehinderungsgruppen Einschränkung der intellektuellen Fähigkeiten Lernbehinderung Einschränkung der sensorischen Fähigkeiten Sinnesbehinderung Sehbehinderung Blindheit Hörbehinderung Gehörlosigkeit Einschränkung der motorischen Fähigkeiten Körperbehinderung Einschränkung der Sprachfähigkeit Sprachbehinderung Einschränkung der sozialen Fähigkeiten soziales und emotionales Verhalten Einschränkung der kognitiven Fähigkeiten geistigekognitive Behinderung
sɛnzoʁiʃn	zɛnzoʁɪʃən	zɛnzorɪʃən	sensorischen	x	Es gibt die folgenden Hauptbehinderungsgruppen Einschränkung der intellektuellen Fähigkeiten Lernbehinderung Einschränkung der sensorischen Fähigkeiten Sinnesbehinderung Sehbehinderung Blindheit Hörbehinderung Gehörlosigkeit Einschränkung der motorischen Fähigkeiten Körperbehinderung Einschränkung der Sprachfähigkeit Sprachbehinderung Einschränkung der sozialen Fähigkeiten soziales und emotionales Verhalten Einschränkung der kognitiven Fähigkeiten geistigekognitive Behinderung
zɪnəsbəhɪndɐʊŋ	zɪnnɛsbeɪndɐʊŋ	zɪnɛsbeɪndərʊŋ	Sinnesbehinderung	x	Es gibt die folgenden Hauptbehinderungsgruppen Einschränkung der intellektuellen Fähigkeiten Lernbehinderung Einschränkung der sensorischen Fähigkeiten Sinnesbehinderung Sehbehinderung Blindheit Hörbehinderung Gehörlosigkeit Einschränkung der motorischen Fähigkeiten Körperbehinderung Einschränkung der Sprachfähigkeit Sprachbehinderung Einschränkung der sozialen Fähigkeiten soziales und emotionales Verhalten Einschränkung der kognitiven Fähigkeiten geistigekognitive Behinderung
sebəhɪndɐʊŋ	zebeɪndɐʊŋ	zebeɪndərʊŋ	Sehbehinderung	x	Es gibt die folgenden Hauptbehinderungsgruppen Einschränkung der intellektuellen Fähigkeiten Lernbehinderung Einschränkung der sensorischen Fähigkeiten Sinnesbehinderung Sehbehinderung Blindheit Hörbehinderung Gehörlosigkeit Einschränkung der motorischen Fähigkeiten Körperbehinderung Einschränkung der Sprachfähigkeit Sprachbehinderung Einschränkung der sozialen Fähigkeiten soziales und emotionales Verhalten Einschränkung der kognitiven Fähigkeiten geistigekognitive Behinderung
høɐbəhɪndəʁʊŋ	hœʁbeɪndɐʊŋ	hœɾbeɪndərʊŋ	Hörbehinderung	x	Es gibt die folgenden Hauptbehinderungsgruppen Einschränkung der intellektuellen Fähigkeiten Lernbehinderung Einschränkung der sensorischen Fähigkeiten Sinnesbehinderung Sehbehinderung Blindheit Hörbehinderung Gehörlosigkeit Einschränkung der motorischen Fähigkeiten Körperbehinderung Einschränkung der Sprachfähigkeit Sprachbehinderung Einschränkung der sozialen Fähigkeiten soziales und emotionales Verhalten Einschränkung der kognitiven Fähigkeiten geistigekognitive Behinderung
ɡəhøɐlosɪkkaɪt	gəhøʁlozɪkkəit	ɡəhœɾlozɪckaɪt	Gehörlosigkeit	x	Es gibt die folgenden Hauptbehinderungsgruppen Einschränkung der intellektuellen Fähigkeiten Lernbehinderung Einschränkung der sensorischen Fähigkeiten Sinnesbehinderung Sehbehinderung Blindheit Hörbehinderung Gehörlosigkeit Einschränkung der motorischen Fähigkeiten Körperbehinderung Einschränkung der Sprachfähigkeit Sprachbehinderung Einschränkung der sozialen Fähigkeiten soziales und emotionales Verhalten Einschränkung der kognitiven Fähigkeiten geistigekognitive Behinderung
motoʁɪʃn	motoʁɪʃən	motorɪʃən	motorischen	x	Es gibt die folgenden Hauptbehinderungsgruppen Einschränkung der intellektuellen Fähigkeiten Lernbehinderung Einschränkung der sensorischen Fähigkeiten Sinnesbehinderung Sehbehinderung Blindheit Hörbehinderung Gehörlosigkeit Einschränkung der motorischen Fähigkeiten Körperbehinderung Einschränkung der Sprachfähigkeit Sprachbehinderung Einschränkung der sozialen Fähigkeiten soziales und emotionales Verhalten Einschränkung der kognitiven Fähigkeiten geistigekognitive Behinderung
kœʁpɐbəhɪndɐʊŋ	kœʁpɛʁbeɪndɐʊŋ	kœɾpɜbeɪndərʊŋ	Körperbehinderung	x	Es gibt die folgenden Hauptbehinderungsgruppen Einschränkung der intellektuellen Fähigkeiten Lernbehinderung Einschränkung der sensorischen Fähigkeiten Sinnesbehinderung Sehbehinderung Blindheit Hörbehinderung Gehörlosigkeit Einschränkung der motorischen Fähigkeiten Körperbehinderung Einschränkung der Sprachfähigkeit Sprachbehinderung Einschränkung der sozialen Fähigkeiten soziales und emotionales Verhalten Einschränkung der kognitiven Fähigkeiten geistigekognitive Behinderung
ʃpʁaxfɛickaɪt	ʃpʁaxfɛɪkkəit	ʃpɾɑxfɛɪckaɪt	Sprachfähigkeit	x	Es gibt die folgenden Hauptbehinderungsgruppen Einschränkung der intellektuellen Fähigkeiten Lernbehinderung Einschränkung der sensorischen Fähigkeiten Sinnesbehinderung Sehbehinderung Blindheit Hörbehinderung Gehörlosigkeit Einschränkung der motorischen Fähigkeiten Körperbehinderung Einschränkung der Sprachfähigkeit Sprachbehinderung Einschränkung der sozialen Fähigkeiten soziales und emotionales Verhalten Einschränkung der kognitiven Fähigkeiten geistigekognitive Behinderung
ʃpʁaxbəhɪndəʁʊŋ	ʃpʁaxbeɪndɐʊŋ	ʃpɾɑxbeɪndərʊŋ	Sprachbehinderung	x	Es gibt die folgenden Hauptbehinderungsgruppen Einschränkung der intellektuellen Fähigkeiten Lernbehinderung Einschränkung der sensorischen Fähigkeiten Sinnesbehinderung Sehbehinderung Blindheit Hörbehinderung Gehörlosigkeit Einschränkung der motorischen Fähigkeiten Körperbehinderung Einschränkung der Sprachfähigkeit Sprachbehinderung Einschränkung der sozialen Fähigkeiten soziales und emotionales Verhalten Einschränkung der kognitiven Fähigkeiten geistigekognitive Behinderung
emotsionaləs	emotsɪonaləs	emotsjonɑləs	emotionales	x	Es gibt die folgenden Hauptbehinderungsgruppen Einschränkung der intellektuellen Fähigkeiten Lernbehinderung Einschränkung der sensorischen Fähigkeiten Sinnesbehinderung Sehbehinderung Blindheit Hörbehinderung Gehörlosigkeit Einschränkung der motorischen Fähigkeiten Körperbehinderung Einschränkung der Sprachfähigkeit Sprachbehinderung Einschränkung der sozialen Fähigkeiten soziales und emotionales Verhalten Einschränkung der kognitiven Fähigkeiten geistigekognitive Behinderung
kɔɡnitivn	kɔgnitifən	kɔɡnitivən	kognitiven	x	Es gibt die folgenden Hauptbehinderungsgruppen Einschränkung der intellektuellen Fähigkeiten Lernbehinderung Einschränkung der sensorischen Fähigkeiten Sinnesbehinderung Sehbehinderung Blindheit Hörbehinderung Gehörlosigkeit Einschränkung der motorischen Fähigkeiten Körperbehinderung Einschränkung der Sprachfähigkeit Sprachbehinderung Einschränkung der sozialen Fähigkeiten soziales und emotionales Verhalten Einschränkung der kognitiven Fähigkeiten geistigekognitive Behinderung
ɡaɪstɪɡəkɔɡnitivə	gəɪstɪgekɔgnitifə	ɡaɪstɪɡekɔɡnitivə	geistigekognitive	x	Es gibt die folgenden Hauptbehinderungsgruppen Einschränkung der intellektuellen Fähigkeiten Lernbehinderung Einschränkung der sensorischen Fähigkeiten Sinnesbehinderung Sehbehinderung Blindheit Hörbehinderung Gehörlosigkeit Einschränkung der motorischen Fähigkeiten Körperbehinderung Einschränkung der Sprachfähigkeit Sprachbehinderung Einschränkung der sozialen Fähigkeiten soziales und emotionales Verhalten Einschränkung der kognitiven Fähigkeiten geistigekognitive Behinderung
bəhɪndəʁʊŋ	bəhɪndɐʊŋ	bəhɪndərʊŋ	Behinderung	x	Es gibt die folgenden Hauptbehinderungsgruppen Einschränkung der intellektuellen Fähigkeiten Lernbehinderung Einschränkung der sensorischen Fähigkeiten Sinnesbehinderung Sehbehinderung Blindheit Hörbehinderung Gehörlosigkeit Einschränkung der motorischen Fähigkeiten Körperbehinderung Einschränkung der Sprachfähigkeit Sprachbehinderung Einschränkung der sozialen Fähigkeiten soziales und emotionales Verhalten Einschränkung der kognitiven Fähigkeiten geistigekognitive Behinderung
meɐfaxbəhɪndɐʊŋ	meʁfaxbeɪndɐʊŋ	meɾfaxbeɪndərʊŋ	Mehrfachbehinderung	x	Eine besondere Form ist die Mehrfachbehinderung
kɔɡnitivɐ	kɔgnitifɐ	kɔɡnitivɜ	kognitiver	x	Kinder mit kognitiver Behinderung sind nicht selten gleichzeitig auch körperbehindert oder in ihrer Sinneswahrnehmung beeinträchtigt
køɐpɛʁbəhɪndɐt	kœʁpɛʁbeɪndɛʁt	kœɾpɜbeɪndɜt	körperbehindert	x	Kinder mit kognitiver Behinderung sind nicht selten gleichzeitig auch körperbehindert oder in ihrer Sinneswahrnehmung beeinträchtigt
zɪnəsvaɐnemʊŋ	zɪnnɛsvaʁnemʊŋ	zɪnɛsvɑɾnemʊŋ	Sinneswahrnehmung	x	Kinder mit kognitiver Behinderung sind nicht selten gleichzeitig auch körperbehindert oder in ihrer Sinneswahrnehmung beeinträchtigt
ʊntɐʃaɪdət	ʊntɛʁʃaedət	ʊntɜʃaɪdət	unterscheidet	x	Man unterscheidet bei der Integration von Schülern mit Behinderung in die Regelschule zwei Formen die sich aus den unterschiedlichen Unterrichtsansätzen ergeben nämlich die zielgleiche Unterrichtung und die zieldifferente Unterrichtung
ʁeɡlʃulə	ʁegɛlʃulə	reɡəlʃulə	Regelschule	x	Man unterscheidet bei der Integration von Schülern mit Behinderung in die Regelschule zwei Formen die sich aus den unterschiedlichen Unterrichtsansätzen ergeben nämlich die zielgleiche Unterrichtung und die zieldifferente Unterrichtung
ʊntɐʁɪctsansɛtsn	ʊntɛʁʁɪctzanzɛtsən	ʊntɜrɪctzanzɛtsən	Unterrichtsansätzen	x	Man unterscheidet bei der Integration von Schülern mit Behinderung in die Regelschule zwei Formen die sich aus den unterschiedlichen Unterrichtsansätzen ergeben nämlich die zielgleiche Unterrichtung und die zieldifferente Unterrichtung
tsildɪfəʁɛntə	tsildɪffeʁɛntə	tsildɪferɛntə	zieldifferente	x	Man unterscheidet bei der Integration von Schülern mit Behinderung in die Regelschule zwei Formen die sich aus den unterschiedlichen Unterrichtsansätzen ergeben nämlich die zielgleiche Unterrichtung und die zieldifferente Unterrichtung
tsilɡlaɪcɐ	tsilglaecɐ	tsilɡlaɪcɜ	zielgleicher	x	Bei zielgleicher Integration werden alle Schüler nach den gleichen Rahmenrichtlinien unterrichtet
ʁamənʁɪctlɪniɛn	ʁamɛnʁɪctlɪniən	rɑmənrɪctlinɪən	Rahmenrichtlinien	x	Bei zielgleicher Integration werden alle Schüler nach den gleichen Rahmenrichtlinien unterrichtet
høɐ	høʁ	høɾ	Hör	x	So werden z Schüler mit Hör und Sehbeeinträchtigung Sprachbehinderung Behinderung im emotionalsozialen Bereich oder auch einer Körperbehinderung zielgleich mit den nichtbehinderten Schülern unterrichtet
sebəaɪntʁɛctɪkʊŋ	zebəaentʁɛctɪgʊŋ	zebeɪntɾɛctɪɡʊŋ	Sehbeeinträchtigung	x	So werden z Schüler mit Hör und Sehbeeinträchtigung Sprachbehinderung Behinderung im emotionalsozialen Bereich oder auch einer Körperbehinderung zielgleich mit den nichtbehinderten Schülern unterrichtet
emotsionalzotsialən	emotsɪonalzotsialən	emotsjonalzotsiɑlən	emotionalsozialen	x	So werden z Schüler mit Hör und Sehbeeinträchtigung Sprachbehinderung Behinderung im emotionalsozialen Bereich oder auch einer Körperbehinderung zielgleich mit den nichtbehinderten Schülern unterrichtet
naxtaɪlsaʊsɡlaɪc	naxtaelzaosglaec	naxtaɪlzaʊsɡlaɪc	„Nachteilsausgleich“	x	Dies setzt voraus dass die Schule die Möglichkeit hat den sogenannten „Nachteilsausgleich“ sicherzustellen
kɔnkʁet	kɔŋkʁət	kɔŋkɾet	Konkret	x	Konkret besondere Sehhilfen Lichtverhältnisse etc für sehbehinderte Kinder technische Hörhilfen z Induktionsschleifen für drahtlose Hörgeräte für die Kinder mit Hörbeeinträchtigung
zehɪlfn	zeɪlfən	zeɪlfən	Sehhilfen	x	Konkret besondere Sehhilfen Lichtverhältnisse etc für sehbehinderte Kinder technische Hörhilfen z Induktionsschleifen für drahtlose Hörgeräte für die Kinder mit Hörbeeinträchtigung
lɪctfɛɐhɛltnɪsə	lɪctvɛʁɛltnɪszə	lɪctfɜhɛltnɪsə	Lichtverhältnisse	x	Konkret besondere Sehhilfen Lichtverhältnisse etc für sehbehinderte Kinder technische Hörhilfen z Induktionsschleifen für drahtlose Hörgeräte für die Kinder mit Hörbeeinträchtigung
zebəhɪndɐtə	zebeɪndɛʁtə	zebeɪndɜtə	sehbehinderte	x	Konkret besondere Sehhilfen Lichtverhältnisse etc für sehbehinderte Kinder technische Hörhilfen z Induktionsschleifen für drahtlose Hörgeräte für die Kinder mit Hörbeeinträchtigung
høɐhɪlfn	hœʁɪlfən	hœɾhɪlfən	Hörhilfen	x	Konkret besondere Sehhilfen Lichtverhältnisse etc für sehbehinderte Kinder technische Hörhilfen z Induktionsschleifen für drahtlose Hörgeräte für die Kinder mit Hörbeeinträchtigung
ɪndʊktsionsʃlaɪfn	ɪndʊktsɪonsstslaefən	ɪndʊktsjonsclaɪfən	Induktionsschleifen	x	Konkret besondere Sehhilfen Lichtverhältnisse etc für sehbehinderte Kinder technische Hörhilfen z Induktionsschleifen für drahtlose Hörgeräte für die Kinder mit Hörbeeinträchtigung
