grapheme	label	olaph	espeak	gruut	olaph_source	olaph_splits	olaph_per	espeak_per	gruut_per
sirios	siɾjos	siɾjos	sˈiɾjos	siɾʝos	dict	[]	0.000	0.167	0.167
sirope	siɾope	siɾope	siɾˈope	siɾope	compound	siro|pe	0.000	0.167	0.000
sirte	siɾte	siɾte	sˈiɾte	siɾte	dict	[]	0.000	0.200	0.000
sirvienta	siɾbjenta	siɾβjenta	siɾβjˈɛnta	siɾbʝenta	dict	[]	0.111	0.333	0.111
sirviente	siɾbjente	siɾβjente	siɾβjˈɛnte	siɾbʝente	dict	[]	0.111	0.333	0.111
siríaco	siɾiako	siˈriako	siɾˈiako	siɾiako	compound	si|ría|co	0.286	0.143	0.000
sisa	sisa	sisa	sˈisa	sisa	dict	[]	0.000	0.250	0.000
sisada	sisada	sisaða	sisˈaða	sisada	dict	[]	0.167	0.333	0.000
sisadas	sisadas	sisaðas	sisˈaðas	sisadas	dict	[]	0.143	0.286	0.000
sisado	sisado	sisaðo	sisˈaðo	sisado	dict	[]	0.167	0.333	0.000
sisados	sisados	sisaðos	sisˈaðos	sisados	dict	[]	0.143	0.286	0.000
sisallo	sisaʝo	sisaiʝo	sisˈaʎo	sisaʎo	compound	sisa|llo	0.167	0.333	0.167
sisas	sisas	sisas	sˈisas	sisas	dict	[]	0.000	0.200	0.000
siseada	siseada	siseaða	sˌiseˈaða	siseada	dict	[]	0.143	0.429	0.000
siseadas	siseadas	siseaðas	sˌiseˈaðas	siseadas	dict	[]	0.125	0.375	0.000
siseado	siseado	siseaðo	sˌiseˈaðo	siseado	dict	[]	0.143	0.429	0.000
siseados	siseados	siseaðos	sˌiseˈaðos	siseados	dict	[]	0.125	0.375	0.000
sisear	siseaɾ	siseaɾ	sˌiseˈaɾ	siseaɾ	dict	[]	0.000	0.333	0.000
siseo	siseo	siseo	sisˈeo	siseo	dict	[]	0.000	0.200	0.000
sismicidad	sismiθidad	sismiθiðad	sˌismiθiðˈad	sismiθidad	compound	si|s|mi|cid|ad	0.100	0.300	0.000
sismo	sismo	sizmo	sˈismo	sismo	dict	[]	0.200	0.200	0.000
sismograma	sismoɡɾama	sismoɡɾama	sˌismoɣɾˈama	sismogɾama	dict	[]	0.000	0.300	0.100
sismológa	sismoloɡa	sismoˈloɡa	sˌismolˈoɣa	sismologa	compound	[]	0.111	0.333	0.111
sismológica	sismoloxika	sizmoˈloxika	sˌismolˈoxika	sismoloxika	dict	[]	0.182	0.182	0.000
sismológicas	sismoloxikas	sizmoˈloxikas	sˌismolˈoxikas	sismoloxikas	dict	[]	0.167	0.167	0.000
sismológico	sismoloxiko	sizmoˈloxiko	sˌismolˈoxiko	sismoloxiko	dict	[]	0.182	0.182	0.000
sismológicos	sismoloxikos	sizmoˈloxikos	sˌismolˈoxikos	sismoloxikos	dict	[]	0.167	0.167	0.000
sismológo	sismoloɡo	sismoˈloɡo	sˌismolˈoɣo	sismologo	compound	[]	0.111	0.333	0.111
sismógrafo	sismoɡɾafo	siˈzmoɣɾafo	sismˈoɣɾafo	sismogɾafo	dict	[]	0.300	0.200	0.100
sismóloga	sismoloɡa	sisˈmoloɡa	sismˈoloɣa	sismologa	compound	[]	0.111	0.222	0.111
sismólogo	sismoloɡo	sisˈmoloɡo	sismˈoloɣo	sismologo	compound	[]	0.111	0.222	0.111
sismómetro	sismometɾo	siˈzmometɾo	sismˈometɾo	sismometɾo	dict	[]	0.200	0.100	0.000
sismómetros	sismometɾos	siˈzmometɾos	sismˈometɾos	sismometɾos	dict	[]	0.182	0.091	0.000
sistema	sistema	sistema	sistˈema	sistema	dict	[]	0.000	0.143	0.000
sistemas	sistemas	sistemas	sistˈemas	sistemas	dict	[]	0.000	0.125	0.000
sistematicidad	sistematiθidad	sistematikiðad	sˌistemˌatiθiðˈad	sistematiθidad	compound	sistema|tic|ida|d	0.143	0.286	0.000
sistematización	sistematiθaθjon	sistematiθaˈθjon	sˌistemˌatiθaθjˈon	sistematiθaθʝon	dict	[]	0.067	0.200	0.067
sistematizada	sistematiθada	sistematiθaða	sˌistemˌatiθˈaða	sistematiθada	dict	[]	0.077	0.308	0.000
sistematizadas	sistematiθadas	sistematiθaðas	sˌistemˌatiθˈaðas	sistematiθadas	dict	[]	0.071	0.286	0.000
sistematizado	sistematiθado	sistematiθaðo	sˌistemˌatiθˈaðo	sistematiθado	dict	[]	0.077	0.308	0.000
sistematizador	sistematiθadoɾ	sistematiθaðor	sˌistemˌatiθaðˈoɾ	sistematiθadoɾ	compound	sistematizado|r	0.143	0.286	0.000
sistematizados	sistematiθados	sistematiθaðos	sˌistemˌatiθˈaðos	sistematiθados	dict	[]	0.071	0.286	0.000
sistematizar	sistematiθaɾ	sistematiθaɾ	sˌistemˌatiθˈaɾ	sistematiθaɾ	dict	[]	0.000	0.250	0.000
sistemática	sistematika	sisteˈmatika	sˌistemˈatika	sistematika	dict	[]	0.091	0.182	0.000
sistemáticamente	sistematikamente	sisteˈmatikamente	sˌistemˈatikamˈente	sistematikamente	dict	[]	0.062	0.188	0.000
sistemáticas	sistematikas	sisteˈmatikas	sˌistemˈatikas	sistematikas	dict	[]	0.083	0.167	0.000
sistemático	sistematiko	sisteˈmatiko	sˌistemˈatiko	sistematiko	dict	[]	0.091	0.182	0.000
sistemáticos	sistematikos	sisteˈmatikos	sˌistemˈatikos	sistematikos	dict	[]	0.083	0.167	0.000
sistémica	sistemika	siˈstemika	sistˈemika	sistemika	dict	[]	0.111	0.111	0.000
sistémicamente	sistemikamente	siˈstemikamente	sistˈemikamˈente	sistemikamente	compound	sistémica|mente	0.071	0.143	0.000
sistémicas	sistemikas	siˈstemikas	sistˈemikas	sistemikas	dict	[]	0.100	0.100	0.000
sistémico	sistemiko	siˈstemiko	sistˈemiko	sistemiko	dict	[]	0.111	0.111	0.000
sistémicos	sistemikos	siˈstemikos	sistˈemikos	sistemikos	dict	[]	0.100	0.100	0.000
sisé	sise	siˈse	sisˈe	sise	dict	[]	0.250	0.250	0.000
sita	sita	sita	sˈita	sita	dict	[]	0.000	0.250	0.000
sitcom	sidkom	sitkom	sˈitkom	sitkom	compound	si|t|co|m	0.167	0.333	0.167
sitiada	sitjada	sitjaða	sitjˈaða	sitʝada	dict	[]	0.143	0.286	0.143
sitiadas	sitjadas	sitjaðas	sitjˈaðas	sitʝadas	dict	[]	0.125	0.250	0.125
sitiado	sitjado	sitjaðo	sitjˈaðo	sitʝado	dict	[]	0.143	0.286	0.143
sitiador	sitjadoɾ	sitjaðoɾ	sˌitjaðˈoɾ	sitʝadoɾ	dict	[]	0.125	0.375	0.125
sitiados	sitjados	sitjaðos	sitjˈaðos	sitʝados	dict	[]	0.125	0.250	0.125
sitiar	sitjaɾ	sitjaɾ	sitjˈaɾ	sitʝaɾ	dict	[]	0.000	0.167	0.167
sitio	sitjo	sitjo	sˈitjo	sitʝo	dict	[]	0.000	0.200	0.200
sito	sito	sito	sˈito	sito	dict	[]	0.000	0.250	0.000
situacional	sitwaθjonal	sitwaθjonal	sˌitwaθjonˈal	sitwaθʝonal	dict	[]	0.000	0.182	0.091
situación	sitwaθjon	sitwaˈθjon	sˌitwaθjˈon	sitwaθʝon	dict	[]	0.111	0.222	0.111
situada	sitwada	sitwaða	sitwˈaða	sitwada	dict	[]	0.143	0.286	0.000
situadas	sitwadas	sitwaðas	sitwˈaðas	sitwadas	dict	[]	0.125	0.250	0.000
situado	sitwado	sitwaðo	sitwˈaðo	sitwado	dict	[]	0.143	0.286	0.000
situados	sitwados	sitwaðos	sitwˈaðos	sitwados	dict	[]	0.125	0.250	0.000
situamos	sitwamos	sitwamos	sitwˈamos	sitwamos	dict	[]	0.000	0.125	0.000
situando	sitwando	sitwando	sitwˈando	sitwando	dict	[]	0.000	0.125	0.000
situar	sitwaɾ	sitwaɾ	sitwˈaɾ	sitwaɾ	dict	[]	0.000	0.167	0.000
situara	sitwaɾa	sitwaɾa	sitwˈaɾa	sitwaɾa	dict	[]	0.000	0.143	0.000
situaras	sitwaɾas	sitwaɾas	sitwˈaɾas	sitwaɾas	dict	[]	0.000	0.125	0.000
situareis	sitwaɾeis	sitwaɾeis	sitwˈaɾeɪs	sitwaɾeis	dict	[]	0.000	0.222	0.000
situaremos	sitwaɾemos	sitwaɾemos	sˌitwaɾˈemos	sitwaɾemos	dict	[]	0.000	0.200	0.000
situares	sitwaɾes	sitwaɾes	sitwˈaɾes	sitwaɾes	dict	[]	0.000	0.125	0.000
situará	sitwaɾa	sitwaˈɾa	sˌitwaɾˈa	sitwaɾa	dict	[]	0.143	0.286	0.000
situarás	sitwaɾas	sitwaˈɾas	sˌitwaɾˈas	sitwaɾas	dict	[]	0.125	0.250	0.000
situaríamos	sitwaɾiamos	sitwaˈɾiamos	sˌitwaɾˈiamos	sitwaɾiamos	dict	[]	0.091	0.182	0.000
situaste	sitwaste	sitwaste	sitwˈaste	sitwaste	dict	[]	0.000	0.125	0.000
situemos	sitwemos	sitwemos	sitwˈemos	sitwemos	dict	[]	0.000	0.125	0.000
situáramos	sitwaɾamos	siˈtwaɾamos	sitwˈaɾamos	sitwaɾamos	dict	[]	0.100	0.100	0.000
sitúo	situo	siˈtuo	sitˈuo	situo	dict	[]	0.200	0.200	0.000
sixtoclementino	siɡstoklementino	sikstoklementino	sˌikstoklˌementˈino	sikstoklementino	compound	si|x|t|ocle|me|nt|ino	0.062	0.250	0.062
siéndola	sjendola	ˈsjendola	sjˈendola	sʝendola	compound	[]	0.125	0.125	0.125
siéndolas	sjendolas	ˈsjendolas	sjˈendolas	sʝendolas	compound	[]	0.111	0.111	0.111
siéndole	sjendole	ˈsjendole	sjˈendole	sʝendole	compound	[]	0.125	0.125	0.125
siéndoles	sjendoles	ˈsjendoles	sjˈendoles	sʝendoles	compound	[]	0.111	0.111	0.111
siéndolo	sjendolo	ˈsjendolo	sjˈendolo	sʝendolo	compound	[]	0.125	0.125	0.125
siéndolos	sjendolos	ˈsjendolos	sjˈendolos	sʝendolos	compound	[]	0.111	0.111	0.111
siéndome	sjendome	ˈsjendome	sjˈendome	sʝendome	compound	[]	0.125	0.125	0.125
siéndonos	sjendonos	ˈsjendonos	sjˈendonos	sʝendonos	compound	[]	0.111	0.111	0.111
siéndoos	sjendoos	ˈsjendoos	sjˈendoos	sʝendoos	compound	[]	0.125	0.125	0.125
siéndose	sjendose	ˈsjendose	sjˈendose	sʝendose	compound	[]	0.125	0.125	0.125
siéndote	sjendote	ˈsjendote	sjˈendote	sʝendote	compound	[]	0.125	0.125	0.125
siévert	sjebeɾt	ˈsjebeɾt	sjˈeβeɾt	sʝebeɾt	all_lang	[]	0.143	0.286	0.143
siéverts	sjebeɾts	ˈsjebeɾts	sjˈeβeɾts	sʝebeɾts	all_lang	[]	0.125	0.250	0.125
siútico	sjutiko	ˈsjutiko	sjˈutiko	sʝutiko	dict	[]	0.143	0.143	0.143
ska	ska	ska	skˈa	ska	compound	s|ka	0.000	0.333	0.000
skate	eskeit	skate	skˈate	skate	compound	s|ka|te	0.667	0.667	0.667
sketch	sketʃ	sketʃ	skˈettʃ	skettʃ	dict	[]	0.000	0.400	0.200
skincare	skinkeɾ	skinkeɾ	skinkˈaɾe	skinkaɾe	dict	[]	0.000	0.429	0.286
skinhead	eskined	eskined	skˌineˈad	skinead	dict	[]	0.000	0.571	0.286
skopiote	eskopjote	skopjote	skopjˈote	skopʝote	compound	s|k|opio|te	0.111	0.222	0.222
skyline	eskailain	skiline	skilˈine	skoline	compound	s|k|y|li|n|e	0.444	0.444	0.556
skúa	eskua	esˈkua	skˈua	skua	compound	[]	0.200	0.400	0.200
slap	eslap	slap	slˈap	slap	compound	s|la|p	0.200	0.400	0.200
slash	eslaʃ	eslaʃ	slˈaʃ	slas	dict	[]	0.000	0.400	0.400
slasher	eslaʃeɾ	eslaʃeɾ	slasˈeɾ	slaseɾ	compound	slash|er	0.000	0.429	0.286
slider	eslaideɾ	sliðeɾ	sliðˈeɾ	slideɾ	compound	s|lid|er	0.375	0.500	0.250
slip	eslip	slip	slˈip	slip	compound	s|li|p	0.200	0.400	0.200
slugger	eslaɡeɾ	eslaɡeɾ	sluɡxˈeɾ	slugxeɾ	dict	[]	0.000	0.571	0.571
slugging	eslaɡin	esˈlaɡin	slˈuɡxiŋ	slugxing	all_lang	[]	0.143	0.714	0.714
smartphone	smaɾdfon	smaɾdfon	smaɾtfˈone	smaɾtpone	dict	[]	0.000	0.375	0.375
smog	smoɡ	smoɡ	smˈoɡ	smog	dict	[]	0.000	0.250	0.250
smoking	esmokin	esmokin	smˈokiŋ	smoiing	dict	[]	0.000	0.429	0.429
snack	snak	snak	snˈak	snakk	dict	[]	0.000	0.250	0.250
snackbar	snaɡbaɾ	snakbaɾ	snakβˈaɾ	snakkbaɾ	compound	snack|bar	0.143	0.429	0.286
sneaker	esnikeɾ	sneakeɾ	snˌeakˈeɾ	sneaθeɾ	compound	s|nea|k|er	0.429	0.714	0.571
snobismo	esnobismo	snobismo	snoβˈismo	snobismo	compound	s|no|bis|mo	0.111	0.333	0.111
snorkel	esnoɾkel	snorkel	snoɾkˈel	snoɾwel	compound	s|no|r|k|el	0.250	0.250	0.250
snow	esnou	snow	snˈow	snos	compound	s|no|w	0.400	0.600	0.400
snowboard	esnoboɾ	snowboard	snˌowβoˈaɾd	snoaboaɾd	compound	s|no|w|boa|r|d	0.714	1.000	0.571
snowcross	esnokɾos	snowkros	snowkɾˈoss	snoɾkɾoss	compound	s|no|w|c|ros|s	0.375	0.500	0.375
snuff	esnaf	snuff	snˈuff	snuff	compound	s|nu|f|f	0.600	0.800	0.600
so	so	so	sˈo	so	dict	[]	0.000	0.500	0.000
sobaco	sobako	soβako	soβˈako	sobako	dict	[]	0.167	0.333	0.000
sobada	sobada	soβaða	soβˈaða	sobada	dict	[]	0.333	0.500	0.000
sobadas	sobadas	soβaðas	soβˈaðas	sobadas	dict	[]	0.286	0.429	0.000
sobado	sobado	soβaðo	soβˈaðo	sobado	dict	[]	0.333	0.500	0.000
sobador	sobadoɾ	soβaðor	sˌoβaðˈoɾ	sobadoɾ	compound	sobado|r	0.429	0.571	0.000
sobados	sobados	soβaðos	soβˈaðos	sobados	dict	[]	0.286	0.429	0.000
sobajada	sobaxada	soβaxaða	sˌoβaxˈaða	sobaxada	dict	[]	0.250	0.500	0.000
sobajadas	sobaxadas	soβaxaðas	sˌoβaxˈaðas	sobaxadas	dict	[]	0.222	0.444	0.000
sobajado	sobaxado	soβaxaðo	sˌoβaxˈaðo	sobaxado	dict	[]	0.250	0.500	0.000
sobajados	sobaxados	soβaxaðos	sˌoβaxˈaðos	sobaxados	dict	[]	0.222	0.444	0.000
sobajar	sobaxaɾ	soβaxaɾ	sˌoβaxˈaɾ	sobaxaɾ	dict	[]	0.143	0.429	0.000
sobaquina	sobakina	soβakina	sˌoβakˈina	sobakina	dict	[]	0.125	0.375	0.000
sobar	sobaɾ	soβaɾ	soβˈaɾ	sobaɾ	dict	[]	0.200	0.400	0.000
sobejo	sobexo	soβexo	soβˈexo	sobexo	dict	[]	0.167	0.333	0.000
soberana	sobeɾana	soβeɾana	sˌoβeɾˈana	sobeɾana	dict	[]	0.125	0.375	0.000
soberanamente	sobeɾanamente	soβeɾanamente	sˌoβeɾˈanamˈente	sobeɾanamente	dict	[]	0.077	0.308	0.000
soberanas	sobeɾanas	soβeɾanas	sˌoβeɾˈanas	sobeɾanas	dict	[]	0.111	0.333	0.000
soberanismo	sobeɾanismo	soβeɾanismo	sˌoβeɾanˈismo	sobeɾanismo	compound	sobe|ra|ni|s|mo	0.091	0.273	0.000
soberanista	sobeɾanista	soβeɾanista	sˌoβeɾanˈista	sobeɾanista	compound	sobe|ra|ni|s|ta	0.091	0.273	0.000
soberano	sobeɾano	soβeɾano	sˌoβeɾˈano	sobeɾano	dict	[]	0.125	0.375	0.000
soberanos	sobeɾanos	soβeɾanos	sˌoβeɾˈanos	sobeɾanos	dict	[]	0.111	0.333	0.000
soberanía	sobeɾania	soβeɾaˈnia	sˌoβeɾanˈia	sobeɾania	dict	[]	0.222	0.333	0.000
soberbia	sobeɾbja	soβeɾβja	soβˈeɾβja	sobeɾbʝa	dict	[]	0.250	0.375	0.125
soberbio	sobeɾbjo	soβeɾβjo	soβˈeɾβjo	sobeɾbʝo	dict	[]	0.250	0.375	0.125
soberbioso	sobeɾbjoso	soβeɾβjoso	sˌoβeɾβjˈoso	sobeɾbʝoso	compound	soberbios|o	0.200	0.400	0.100
sobermejo	sobeɾmexo	sobeɾmexo	sˌoβeɾmˈexo	sobeɾmexo	compound	so|bermejo	0.000	0.333	0.000
sobeteo	sobeteo	soβeteo	sˌoβetˈeo	sobeteo	compound	sobe|te|o	0.143	0.429	0.000
sobornada	soboɾnada	soβoɾnaða	sˌoβoɾnˈaða	soboɾnada	dict	[]	0.222	0.444	0.000
sobornadas	soboɾnadas	soβoɾnaðas	sˌoβoɾnˈaðas	soboɾnadas	dict	[]	0.200	0.400	0.000
sobornado	soboɾnado	soβoɾnaðo	sˌoβoɾnˈaðo	soboɾnado	dict	[]	0.222	0.444	0.000
sobornados	soboɾnados	soβoɾnaðos	sˌoβoɾnˈaðos	soboɾnados	dict	[]	0.200	0.400	0.000
sobornar	soboɾnaɾ	soβoɾnaɾ	sˌoβoɾnˈaɾ	soboɾnaɾ	dict	[]	0.125	0.375	0.000
soborno	soboɾno	soβoɾno	soβˈoɾno	soboɾno	dict	[]	0.143	0.286	0.000
sobra	sobɾa	soβɾa	sˈoβɾa	sobɾa	dict	[]	0.200	0.400	0.000
sobrada	sobɾada	soβɾaða	soβɾˈaða	sobɾada	dict	[]	0.286	0.429	0.000
sobradas	sobɾadas	soβɾaðas	soβɾˈaðas	sobɾadas	dict	[]	0.250	0.375	0.000
sobrado	sobɾado	soβɾaðo	soβɾˈaðo	sobɾado	dict	[]	0.286	0.429	0.000
sobrados	sobɾados	soβɾaðos	soβɾˈaðos	sobɾados	dict	[]	0.250	0.375	0.000
sobramos	sobɾamos	soβɾamos	soβɾˈamos	sobɾamos	dict	[]	0.125	0.250	0.000
sobrando	sobɾando	soβɾando	soβɾˈando	sobɾando	dict	[]	0.125	0.250	0.000
sobrar	sobɾaɾ	soβɾaɾ	soβɾˈaɾ	sobɾaɾ	dict	[]	0.167	0.333	0.000
sobrara	sobɾaɾa	soβɾaɾa	soβɾˈaɾa	sobɾaɾa	dict	[]	0.143	0.286	0.000
sobraras	sobɾaɾas	soβɾaɾas	soβɾˈaɾas	sobɾaɾas	dict	[]	0.125	0.250	0.000
sobrareis	sobɾaɾeis	soβɾaɾeis	soβɾˈaɾeɪs	sobɾaɾeis	dict	[]	0.111	0.333	0.000
sobraremos	sobɾaɾemos	soβɾaɾemos	sˌoβɾaɾˈemos	sobɾaɾemos	dict	[]	0.100	0.300	0.000
sobrares	sobɾaɾes	soβɾaɾes	soβɾˈaɾes	sobɾaɾes	dict	[]	0.125	0.250	0.000
sobrará	sobɾaɾa	soβɾaˈɾa	sˌoβɾaɾˈa	sobɾaɾa	dict	[]	0.286	0.429	0.000
sobrarás	sobɾaɾas	soβɾaˈɾas	sˌoβɾaɾˈas	sobɾaɾas	dict	[]	0.250	0.375	0.000
sobraríamos	sobɾaɾiamos	soβɾaˈɾiamos	sˌoβɾaɾˈiamos	sobɾaɾiamos	dict	[]	0.182	0.273	0.000
sobras	sobɾas	soβɾas	sˈoβɾas	sobɾas	dict	[]	0.167	0.333	0.000
sobrasada	sobɾasada	soβɾasaða	sˌoβɾasˈaða	sobɾasada	dict	[]	0.222	0.444	0.000
sobraste	sobɾaste	soβɾaste	soβɾˈaste	sobɾaste	dict	[]	0.125	0.250	0.000
sobre	sobɾe	soβɾe	sˈoβɾe	sobɾe	dict	[]	0.200	0.400	0.000
sobreabastecimiento	sobɾeabasteθimjento	soβɾeaβasteθimjento	sˌoβɾeˌaβastˌeθimjˈɛnto	sobɾeabasteθimʝento	compound	sobre|abastecimiento	0.105	0.368	0.053
sobreabundancia	sobɾeabundanθja	soβɾeaβundanθja	sˌoβɾeˌaβundˈanθja	sobɾeabundanθʝa	dict	[]	0.133	0.333	0.067
sobreabundante	sobɾeabundante	soβɾeaβundante	sˌoβɾeˌaβundˈante	sobɾeabundante	compound	sobreabundan|te	0.143	0.357	0.000
sobreactuada	sobɾeaɡtwada	soβɾeaktwaða	sˌoβɾeaktwˈaða	sobɾeaktwada	compound	sobre|actuada	0.250	0.417	0.083
sobreactuadas	sobɾeaɡtwadas	soβɾeaktwaðas	sˌoβɾeaktwˈaðas	sobɾeaktwadas	compound	sobre|actuadas	0.231	0.385	0.077
sobreactuado	sobɾeaɡtwado	soβɾeaktwaðo	sˌoβɾeaktwˈaðo	sobɾeaktwado	compound	sobre|actuado	0.250	0.417	0.083
sobreactuados	sobɾeaɡtwados	soβɾeaktwaðos	sˌoβɾeaktwˈaðos	sobɾeaktwados	compound	sobre|actuados	0.231	0.385	0.077
sobreacumulación	sobɾeakumulaθjon	soβɾeakumulaˈθjon	sˌoβɾeˌakumˌulaθjˈon	sobɾeakumulaθʝon	compound	sobre|acumulación	0.125	0.312	0.062
sobreaforo	sobɾeafoɾo	soβɾeafoɾo	sˌoβɾeafˈoɾo	sobɾeafoɾo	compound	sobre|aforo	0.100	0.300	0.000
sobreagudo	sobɾeaɡudo	soβɾeaɣuðo	sˌoβɾeaɣˈuðo	sobɾeagudo	dict	[]	0.300	0.500	0.100
sobrealimentaciones	sobɾealimentaθjones	soβɾealimentaθjones	sˌoβɾeˌalimˌentaθjˈones	sobɾealimentaθʝones	dict	[]	0.053	0.263	0.053
sobrealimentación	sobɾealimentaθjon	soβɾealimentaˈθjon	sˌoβɾeˌalimˌentaθjˈon	sobɾealimentaθʝon	dict	[]	0.118	0.294	0.059
sobrealimentada	sobɾealimentada	soβɾealimentaða	sˌoβɾeˌalimentˈaða	sobɾealimentada	dict	[]	0.133	0.333	0.000
sobrealimentadas	sobɾealimentadas	soβɾealimentaðas	sˌoβɾeˌalimentˈaðas	sobɾealimentadas	dict	[]	0.125	0.312	0.000
sobrealimentado	sobɾealimentado	soβɾealimentaðo	sˌoβɾeˌalimentˈaðo	sobɾealimentado	dict	[]	0.133	0.333	0.000
sobrealimentador	sobɾealimentadoɾ	soβɾealimentaðor	sˌoβɾeˌalimˌentaðˈoɾ	sobɾealimentadoɾ	compound	sobrealimentado|r	0.188	0.375	0.000
sobrealimentados	sobɾealimentados	soβɾealimentaðos	sˌoβɾeˌalimentˈaðos	sobɾealimentados	dict	[]	0.125	0.312	0.000
sobrealimentar	sobɾealimentaɾ	soβɾealimentaɾ	sˌoβɾeˌalimentˈaɾ	sobɾealimentaɾ	dict	[]	0.071	0.286	0.000
sobreancho	sobɾeantʃo	soβɾeaɲtʃo	sˌoβɾeˈantʃo	sobɾeaɲtʃo	compound	sobre|ancho	0.200	0.300	0.100
sobreasar	sobɾeasaɾ	soβɾeasaɾ	sˌoβɾeasˈaɾ	sobɾeasaɾ	compound	sobre|asar	0.111	0.333	0.000
sobrecalentada	sobɾekalentada	soβɾekalentaða	sˌoβɾekˌalentˈaða	sobɾekalentada	compound	sobre|calentada	0.143	0.357	0.000
sobrecalentadas	sobɾekalentadas	soβɾekalentaðas	sˌoβɾekˌalentˈaðas	sobɾekalentadas	compound	sobre|calentadas	0.133	0.333	0.000
sobrecalentado	sobɾekalentado	soβɾekalentaðo	sˌoβɾekˌalentˈaðo	sobɾekalentado	compound	sobre|calentado	0.143	0.357	0.000
sobrecalentados	sobɾekalentados	soβɾekalentaðos	sˌoβɾekˌalentˈaðos	sobɾekalentados	compound	sobre|calentados	0.133	0.333	0.000
sobrecalentar	sobɾekalentaɾ	soβɾekalentaɾ	sˌoβɾekˌalentˈaɾ	sobɾekalentaɾ	compound	sobre|calentar	0.077	0.308	0.000
sobrecalificada	sobɾekalifikada	soβɾekalifikaða	sˌoβɾekˌalifikˈaða	sobɾekalifikada	compound	sobre|calificada	0.133	0.333	0.000
sobrecalificadas	sobɾekalifikadas	soβɾekalifikaðas	sˌoβɾekˌalifikˈaðas	sobɾekalifikadas	compound	sobre|calificadas	0.125	0.312	0.000
sobrecalificado	sobɾekalifikado	soβɾekalifikaðo	sˌoβɾekˌalifikˈaðo	sobɾekalifikado	compound	sobre|calificado	0.133	0.333	0.000
sobrecalificados	sobɾekalifikados	soβɾekalifikaðos	sˌoβɾekˌalifikˈaðos	sobɾekalifikados	compound	sobre|calificados	0.125	0.312	0.000
sobrecama	sobɾekama	soβɾekama	sˌoβɾekˈama	sobɾekama	dict	[]	0.111	0.333	0.000
sobrecapacidad	sobɾekapaθidad	soβɾekapaθiðað	sˌoβɾekˌapaθiðˈad	sobɾekapaθidad	compound	sobre|capacidad	0.214	0.357	0.000
sobrecarga	sobɾekaɾɡa	soβɾekaɾɣa	sˌoβɾekˈaɾɣa	sobɾekaɾga	dict	[]	0.200	0.400	0.100
sobrecargada	sobɾekaɾɡada	soβɾekaɾɣaða	sˌoβɾekaɾɣˈaða	sobɾekaɾgada	dict	[]	0.250	0.417	0.083
sobrecargadas	sobɾekaɾɡadas	soβɾekaɾɣaðas	sˌoβɾekaɾɣˈaðas	sobɾekaɾgadas	dict	[]	0.231	0.385	0.077
sobrecargado	sobɾekaɾɡado	soβɾekaɾɣaðo	sˌoβɾekaɾɣˈaðo	sobɾekaɾgado	dict	[]	0.250	0.417	0.083
sobrecargados	sobɾekaɾɡados	soβɾekaɾɣaðos	sˌoβɾekaɾɣˈaðos	sobɾekaɾgados	dict	[]	0.231	0.385	0.077
sobrecargar	sobɾekaɾɡaɾ	soβɾekaɾɣaɾ	sˌoβɾekaɾɣˈaɾ	sobɾekaɾgaɾ	dict	[]	0.182	0.364	0.091
sobrecargo	sobɾekaɾɡo	soβɾekaɾɣo	sˌoβɾekˈaɾɣo	sobɾekaɾgo	dict	[]	0.200	0.400	0.100
sobrecejo	sobɾeθexo	soβɾeθexo	sˌoβɾeθˈexo	sobɾeθexo	dict	[]	0.111	0.333	0.000
sobreceño	sobɾeθeɲo	soβɾeθeɲo	sˌoβɾeθˈeɲo	sobɾeθeɲo	dict	[]	0.111	0.333	0.000
sobrecito	sobɾeθito	soβɾeθito	sˌoβɾeθˈito	sobɾeθito	compound	sobre|cito	0.111	0.333	0.000
sobrecogedora	sobɾekoxedoɾa	soβɾekoxeðoɾa	sˌoβɾekˌoxeðˈoɾa	sobɾekoxedoɾa	compound	sobrecogedor|a	0.154	0.385	0.000
sobrecogedoras	sobɾekoxedoɾas	soβɾekoxeðoɾas	sˌoβɾekˌoxeðˈoɾas	sobɾekoxedoɾas	compound	sobrecogedor|as	0.143	0.357	0.000
sobrecogedores	sobɾekoxedoɾes	soβɾekoxeðoɾes	sˌoβɾekˌoxeðˈoɾes	sobɾekoxedoɾes	compound	sobrecogedor|es	0.143	0.357	0.000
sobrecoger	sobɾekoxeɾ	soβɾekoxeɾ	sˌoβɾekoxˈeɾ	sobɾekoxeɾ	dict	[]	0.100	0.300	0.000
sobrecogida	sobɾekoxida	soβɾekoxiða	sˌoβɾekoxˈiða	sobɾekoxida	dict	[]	0.182	0.364	0.000
sobrecogidas	sobɾekoxidas	soβɾekoxiðas	sˌoβɾekoxˈiðas	sobɾekoxidas	dict	[]	0.167	0.333	0.000
sobrecogido	sobɾekoxido	soβɾekoxiðo	sˌoβɾekoxˈiðo	sobɾekoxido	dict	[]	0.182	0.364	0.000
sobrecogidos	sobɾekoxidos	soβɾekoxiðos	sˌoβɾekoxˈiðos	sobɾekoxidos	dict	[]	0.167	0.333	0.000
sobrecogimiento	sobɾekoximjento	soβɾekoximjento	sˌoβɾekˌoximjˈɛnto	sobɾekoximʝento	dict	[]	0.067	0.333	0.067
