al	/al/
zatvrzelý	/zatvrzɛliː/
zatvrzelý	/zatvr̩zɛliː/
zatykač	/zatɪkatʃ/
zatykač	/zatɪkat͡ʃ/
zatáhnout	/ˈzataːɦnɔʊ̯t/
zatáčce	/zataːtʃtsɛ/
zatáčce	/zataːt͡ʃt͡sɛ/
zatáček	/zataːtʃɛk/
zatáček	/zataːt͡ʃɛk/
zatáčka	/zˈataːtʃka/
zatáčka	/zataːt͡ʃka/
zatáčkou	/zataːtʃkou/
zatáčkou	/zataːt͡ʃkɔʊ̯/
zatáčku	/zˈataːtʃku/
zatáčku	/zataːt͡ʃkʊ/
zatáčky	/zataːtʃkɪ/
zatáčky	/zataːt͡ʃkɪ/
zatáčkách	/zataːtʃkaːx/
zatáčkách	/zataːt͡ʃkaːx/
zatím	/zˈaciːm/
zatím	/zaciːm/
zatím co	/zaciːmt͡sɔ/
zatímco	/zˈaciːmtso/
zatímco	/ˈzaciːmt͡sɔ/
zatínat	/ˈzaciːnat/
zatížena	/zaciːʒɛna/
zatýkací	/zˈatiːkˌatsiː/
zatýkací	/zatiːkat͡siː/
zatčen	/zattʃɛn/
zatčen	/zatt͡ʃɛn/
zatčena	/zattʃɛna/
zatčena	/zatt͡ʃɛna/
zatčeno	/zattʃɛno/
zatčeno	/zatt͡ʃɛnɔ/
zatčení	/zatt͡ʃɛɲiː/
zatěžuje	/zacɛʒujɛ/
zatěžuje	/zacɛʒʊjɛ/
zatřepálek	/ˈzatr̝̊ɛpaːlɛk/
zatřpytit se	/ˈzatr̝̊pɪcɪt‿sɛ/
zauhlování	/zauɦlovaːɲiː/
zauhlování	/ˈzaʔʊɦlɔvaːɲiː/
zaujala	/zaujala/
zaujmout	/zaujmout/
zaujmout	/zaʊjmɔʊt/
zaujmouti	/zaujmouːcɪ/
zaujmouti	/zaʊjmɔʊːcɪ/
zaujímají	/ˈzaʔʊjiːmajiː/
zavadil	/zavaɟɪl/
zavalila	/zavalɪla/
zavazadelník	/zavazadɛlɲiːk/
zavazadla	/zavazadla/
zavazadlo	/zˈavazˌadlo/
zavazadlo	/zavazadlɔ/
zavařit	/zavar̝ɪt/
zavařit	/ˈzavar̝ɪt/
zavděčit se	/zavɟɛt͡ʃɪt sɛ/
zaveden	/zavɛdɛn/
zavedena	/zavɛdɛna/
zavedeny	/zavɛdɛnɪ/
zavedení	/zavɛdɛniː/
zavedení	/zavɛdɛɲiː/
zavedený	/zavɛdɛniː/
zavedl	/zavɛdl/
zavedl	/zavɛdl̩/
zavedla	/zavɛdla/
zavedlo	/zavɛdlɔ/
zavedou	/zavɛdou/
zavedou	/zavɛdɔʊ̯/
zavejcování	/zavɛjt͡sovaːɲiː/
zavinila	/zavɪɲɪla/
zavináč	/zavɪnaːtʃ/
zavináč	/zavɪnaːt͡ʃ/
zavirovat	/zavɪrovat/
zavirovat	/zavɪrɔvat/
zavlažovat	/ˈzavlaʒɔvat/
zavlažovač	/zavlaʒovatʃ/
zavlažovač	/zavlaʒɔvat͡ʃ/
zavlažována	/zˈavlaʒˌovaːna/
zavlažována	/zavlaʒɔvaːna/
zavlečen	/zavlɛtʃɛn/
zavlečené	/zavlɛtʃɛnɛː/
zavlečené	/zavlɛt͡ʃɛnɛː/
zavládlo	/zˈavlaːdlo/
zavládlo	/ˈzavlaːdlɔ/
zavládnout	/zavlaːdnout/
zavládnout	/ˈzavlaːdnɔʊ̯t/
zavolala	/zˈavolˌala/
zavolala	/zavɔlala/
zavolat	/zavolat/
zavolat	/zavɔlat/
zavolati	/zavolacɪ/
zavolati	/zavɔlacɪ/
zavraždili	/zavraʒɟɪlɪ/
zavraždit	/zavraʒɟɪt/
zavražděn	/zavraʒɟɛn/
zavražděna	/zavraʒɟɛna/
zavraždění	/zavraʒɟɛɲiː/
zavražděných	/zavraʒɟɛniːx/
zavrhnout	/zavrɦnout/
zavrhnout	/ˈzavr̩ɦnɔʊ̯t/
zavrouce	/zavroutsɛ/
zavrouce	/zavrɔʊ̯t͡sɛ/
zavrtět	/zavr̩cɛt/
zavrčet	/zavrt͡ʃɛt/
zavrženíhodného	/zavrʒɛɲiːɦodnɛːɦo/
zavrženíhodného	/zavr̩ʒɛɲiːɦɔdnɛːɦɔ/
zaváděcí	/ˈza.vaː.ɟɛ.t͡siː/
zavádějící	/ˈza.vaː.ɟɛ.jiː.t͡siː/
zaváhat	/zavaːɦat/
zavál	/zavaːl/
zavání	/zˈavaːɲiː/
zavání	/zavaːɲiː/
zavázalová	/zˈavaːzˌalovaː/
zavázalová	/ˈzavaːzalɔvaː/
zavést	/zavɛːst/
zavést	/ˈzaveːst/
zavézt	/zavɛːst/
zavézt	/ˈzaveːst/
zavírací špendlík	/ˈzaviːrat͡siː ˈʃpɛndliːk/
zavírat	/zaviːrat/
zavírati	/zaviːracɪ/
zavíračka	/zˈaviːrˌatʃka/
zavíračka	/zaviːrat͡ʃka/
zavírá	/zaviːraː/
zavítat	/zaviːtat/
zavítat	/ˈzaviːtat/
zavítati	/zaviːtacɪ/
zavítati	/ˈzaviːtacɪ/
zavěšený	/zavjɛʃɛniː/
zavěšujíc	/zavjɛʃujiːts/
zavěšujíc	/zavjɛʃʊjiːt͡s/
zavřena	/zavr̝ɛna/
zavřeno	/zavr̝ɛno/
zavřeno	/zavr̝ɛnɔ/
zavřené	/zavr̝ɛnɛː/
zavření	/zavr̝ɛɲiː/
zavřený	/zavr̝ɛniː/
zavřenými	/zavr̝ɛniːmɪ/
zavřev	/zavr̝ɛf/
zavřev	/zavr̝̊ɛf/
zavři	/zavr̝ɪ/
zavřou	/zavr̝ou/
zavřou	/zavr̝ɔʊ̯/
zavřu	/zˈavr̝u/
zavřu	/zavr̝ʊ/
zavřít	/zavr̝iːt/
zavšivený	/zafʃɪvɛniː/
zavšivený	/ˈzafʃɪvɛniː/
zavšivit	/zafʃɪvɪt/
zazdít	/zazɟiːt/
zazipovat	/zazɪpɔvat/
zazlívat	/zazliːvat/
zaznamenají	/zaznamɛnajiː/
zaznamenal	/zaznamɛnal/
zaznamenala	/zaznamɛnala/
zaznamenali	/zaznamɛnalɪ/
zaznamenalo	/zaznamɛnalɔ/
zaznamenat	/zaznamɛnat/
zaznamenati	/zaznamɛnacɪ/
zaznamená	/zaznamɛnaː/
zaznamenáme	/zaznamɛnaːmɛ/
zaznamenáno	/zaznamɛnaːno/
zaznamenáno	/zaznamɛnaːnɔ/
zaznamenávají	/zaznamɛnaːvajiː/
zaznamenávala	/zaznamɛnaːvala/
zaznamenávat	/zaznamɛnaːvala/
zaznamenává	/zaznamɛnaːvaː/
zaznamenáváme	/zaznamɛnaːvaːmɛ/
zaznít	/ˈzazɲiːt/
zaznívá	/zazɲiːvaː/
zazněly	/zazɲɛlɪ/
zazobaný	/zˈazobˌaniː/
zazobaný	/zazɔbaniː/
zaútočil	/zauːtotʃɪl/
zaútočil	/zauːtɔt͡ʃɪl/
zaútočila	/zauːtotʃɪla/
zaútočila	/zauːtɔt͡ʃɪla/
zaútočili	/zauːtotʃɪlɪ/
zaútočili	/ˈzaʔuːtɔt͡ʃɪlɪ/
zaútočily	/ˈzaʔuːtɔt͡ʃɪlɪ/
zaútočit	/zauːtotʃɪt/
zaútočit	/zauːtɔt͡ʃɪt/
zaútočí	/zˈauːtˌotʃiː/
zaútočí	/zauːtɔt͡ʃiː/
zač	/zatʃ/
zač	/zat͡ʃ/
začal	/zatʃal/
začala	/zˈatʃala/
začala	/ˈza.t͡ʃala/
začali	/zatʃalɪ/
začali	/zat͡ʃalɪ/
začalo	/zˈatʃalo/
začalo	/zat͡ʃalɔ/
začaly	/zatʃalɪ/
začaly	/zat͡ʃalɪ/
začarovaný kruh	/zat͡ʃarɔvaniː krʊx/
začne	/zatʃnɛ/
začne	/zat͡ʃnɛ/
začnou	/zatʃnou/
začnou	/zat͡ʃnɔʊ̯/
začnu	/zˈatʃnu/
začnu	/ˈzat͡ʃnʊ/
začátek	/zatʃaːtɛk/
začátek	/ˈzat͡ʃaːtɛk/
začátečník	/zatʃaːtɛtʃɲiːk/
začátečník	/ˈza.tʃaːtɛtʃɲiːk/
začátečníkův	/zatʃaːtɛtʃɲiːkuːf/
začátečníkův	/zat͡ʃaːtɛt͡ʃɲiːkuːf/
začátkem	/zatʃaːtkɛm/
začátku	/zˈatʃaːtku/
začátku	/zat͡ʃaːtkʊ/
začínají	/zˈatʃiːnˌajiː/
začínají	/ˈzat͡ʃiːnajiː/
začínající	/zat͡ʃiːnajiːt͡siː/
začínajícího	/zatʃiːnajiːtsiːɦo/
začínajícího	/zat͡ʃiːnajiːt͡siːɦɔ/
začínat	/zatʃiːnat/
začínat	/zat͡ʃiːnat/
začínat si	/zat͡ʃiːnat sɪ/
začíná	/zˈatʃiːnaː/
začíná	/zat͡ʃiːnaː/
začít	/zatʃiːt/
začít	/ˈzat͡ʃiːt/
začít od píky	/ˈzat͡ʃiːt ˀˈɔtpiːkɪ/
začít si	/zat͡ʃiːt sɪ/
zaň	/zˈaɲ/
zaň	/zaɲ/
zařadili	/zar̝aɟɪlɪ/
zařadit	/zar̝aɟɪt/
zařaditi	/zar̝aɟɪcɪ/
zařazen	/zar̝azɛn/
zařazena	/zar̝azɛna/
zařezávat	/zar̝ɛzaːvat/
zařinčení	/zar̝ɪnt͡ʃɛɲiː/
zařídit	/zar̝iːɟɪt/
zaříditi	/zar̝iːɟɪcɪ/
zařízena	/zar̝iːzɛna/
zařízení	/zar̝iːzɛɲiː/
zařízeních	/zar̝iːzɛɲiːx/
zařízením	/zar̝iːzɛɲiːm/
zařízeními	/ˈza.r̝iː.zɛ.ɲiː.mɪ/
zařízený	/zar̝iːzɛniː/
zašeptat	/zaʃɛptat/
zašifruje	/zaʃɪfrujɛ/
zašifruje	/zaʃɪfrʊjɛ/
zašklebit se	/ˈzaʃklɛbɪt‿sɛ/
zašli	/zaʃlɪ/
zašlápnout	/ˈzaʃlaːpnɔʊ̯t/
zašmodrchané	/zaʃmɔdr̩xanɛː/
zašmodrchaný	/zaʃmɔdr̩xaniː/
zašpinit	/zaʃpɪɲɪt/
zašpičatělý	/ˈzaʃpɪt͡ʃacɛliː/
zašprýmuji	/zaʃpriːmujɪ/
zašprýmuji	/ˈzaʃpriːmʊjɪ/
zašukat si	/ˈzaʃʊkat‿sɪ/
zašívá si	/ˈzaʃiːvaː‿sɪ/
zažehnány	/zaʒɛɦnaːnɪ/
zažili	/zaʒɪlɪ/
zažloutlý	/zaʒloutliː/
zažloutlý	/zaʒlɔʊ̯tliː/
zažvanit si	/ˈzaʒvaɲɪt‿sɪ/
zažádáno	/zˈaʒaːdˌaːno/
zažádáno	/zaʒaːdaːnɔ/
zažít	/zaʒiːt/
zažít	/ˈzaʒiːt/
zažíváme	/zaʒiːvaːmɛ/
zbabělců	/zbabjɛltsuː/
zbabělců	/zbabjɛlt͡suː/
zbaběle	/zbabjɛlɛ/
zbaběle	/ˈzbabjɛlɛ/
zbabělec	/zbabjɛlɛts/
zbabělec	/ˈzbabjɛlɛt͡s/
zbabělejší	/zbabjɛlɛjʃiː/
zbabělost	/ˈzba.bjɛ.lɔst/
zbabělý	/zbabjɛliː/
zbabělý	/ˈzbabjɛliː/
zbanalizovat	/zbanalɪzovat/
zbanalizovat	/zbanalɪzɔvat/
zbarven	/zbarvɛn/
zbarvení	/ˈzbarvɛɲiː/
zbarvený	/zbarvɛniː/
zbaven	/zbavɛn/
zbavený	/zbavɛniː/
zbavila	/zbavɪla/
zbavit	/zbavɪt/
zbavovat	/zbavovat/
zbavovat	/zbavɔvat/
zbavovati	/zbavovacɪ/
zbavovati	/zbavɔvacɪ/
zbaštit	/zbaʃcɪt/
zbaštit	/ˈzbaʃcɪt/
zberchat se	/ˈzbɛrxat sɛ/
zbit	/zbɪt/
zbitého	/zbɪtɛːɦo/
zbitého	/zbɪtɛːɦɔ/
zbla	/zbla/
zblbnout	/zblbnout/
zblbnout	/ˈzbl̩b.nɔʊ̯t/
zblo	/zblˈo/
zblo	/zblɔ/
zbláznit se	/ˈzblaːzɲɪt sɛ/
zblízka	/zblˈiːska/
zblízka	/zbliːska/
zbojník	/ˈzbɔjɲiːk/
zbolševizovat	/zbolʃɛvɪzovat/
zbolševizovat	/zbɔlʃɛvɪzɔvat/
zbouchnout	/zbouxnout/
zbouchnout	/ˈzbɔʊ̯xnɔʊ̯t/
zboun	/zboun/
zboun	/zbɔʊ̯n/
zbourat	/zbourat/
zbourat	/ˈzbɔʊ̯rat/
zbourá	/zbouraː/
zbourá	/zbɔʊ̯raː/
zbořeném	/zbɔr̝ɛnɛːm/
zbořený	/zbor̝ɛniː/
zbořený	/zbɔr̝ɛniː/
zbořiv	/zbor̝ɪf/
zbořiv	/zbɔr̝ɪf/
zbožný	/zbˈoʒniː/
zbožný	/ˈzbɔʒniː/
zboží	/zbˈoʒiː/
zboží	/zbɔʒiː/
zbožím	/zboʒiːm/
zbožím	/zbɔʒiːm/
zbožínek	/zboʒiːnɛk/
zbožínek	/zbɔʒiːnɛk/
zbožňovat	/zbɔʒɲɔvat/
zbranek	/zbranɛk/
zbrani	/zbraɲɪ/
zbraní	/zbraniː/
zbraní	/zbraɲiː/
zbraních	/zbraɲiːx/
zbraním	/zbraɲiːm/
zbraně	/zbraɲɛ/
zbraněk	/zbraɲɛk/
zbraněmi	/zbraɲɛmɪ/
zbraslav	/zbraslaf/
zbraslavský	/zbraslafskiː/
zbraň	/zbrˈaɲ/
zbraň	/zbraɲ/
zbraňový	/zbraɲɔviː/
zbraňových	/zbraɲɔviːx/
zbrklý	/zbrkliː/
zbrklý	/zbr̩kliː/
zbrocena	/zbrotsɛna/
zbrocena	/zbrɔt͡sɛna/
zbrocený	/zbrotsɛniː/
zbrocený	/zbrɔt͡sɛniː/
zbroj	/zbrˈoj/
zbroj	/zbrɔj/
zbrojit	/zbrojɪt/
zbrojit	/zbrɔjɪt/
zbrojnoši	/zbrɔjnɔʃɪ/
zbrojní	/zbrˈojɲiː/
zbrojní	/zbrɔjɲiː/
zbrojíř	/zbrˈojiːr̝/
zbrojíř	/zbrɔjiːr̝̊/
zbrojířský	/zbrˈojiːr̝skiː/
zbrojířský	/zbrɔjiːr̝̊skiː/
zbrotit	/zbrotɪt/
zbrotit	/zbrɔtɪt/
zbude	/zbudɛ/
zbude	/zbʊdɛ/
zbudeme	/zbudɛmɛ/
zbudeme	/zbʊdɛmɛ/
zbudete	/zbudɛtɛ/
zbudete	/zbʊdɛtɛ/
zbudeš	/zbudɛʃ/
zbudeš	/zbʊdɛʃ/
zbudou	/zbudou/
zbudou	/zbʊdɔʊ̯/
zbudovaná	/zbudovanaː/
zbudu	/zbˈudu/
zbudu	/zbʊdʊ/
zbyde	/zbɪdɛ/
zbydeme	/zbɪdɛmɛ/
zbydete	/zbɪdɛtɛ/
zbydeš	/zbɪdɛʃ/
zbydou	/zbɪdou/
zbydou	/zbɪdɔʊ̯/
zbydu	/zbɪdu/
zbydu	/zbɪdʊ/
zbylý	/zbɪliː/
zbylých	/zbɪliːx/
zbyněk	/zbɪɲɛk/
zbyrokratizovat	/zbɪrokratɪzovat/
zbyrokratizovat	/zbɪrɔkratɪzɔvat/
zbytek	/zbɪtɛk/
zbytečnost	/zbɪtɛt͡ʃnɔst/
zbytečná	/zbɪtɛt͡ʃnaː/
zbytečný	/zbɪtɛtʃniː/
zbytečný	/zbitɛt͡ʃniː/
zbytečně	/zbɪtɛtʃɲɛ/
zbytečně	/zbɪtɛt͡ʃɲɛ/
zbytečnější	/zbɪtɛtʃɲɛjʃiː/
zbytečnější	/zbɪtɛt͡ʃɲɛjʃiː/
zbytkové	/zbɪtkɔvɛː/
zbytkový	/zbɪtkɔviː/
zbytku	/zbɪtkuː/
zbytky	/zbɪtkɪ/
zbytný	/zbɪtniː/
zbytných	/zbɪtniːx/
zbytných	/ˈzbɪtniːx/
zbytí	/ˈzbɪciː/
zbyšek	/zbɪʃɛk/
zbádat	/zbaːdat/
zbídačené	/zbiːdatʃɛnɛː/
zbídačené	/zbiːdat͡ʃɛnɛː/
zbýt	/zbiːt/
zbýt na ocet	/ˈzbiːtˌna.ɔ.t͡sɛt/
zbýt na ocet	/ˈzbiːtˌna.ʔɔ.t͡sɛt/
zbýti	/zbiːcɪ/
zbývají	/zbˈiːvajiː/
zbývají	/zbiːvajiː/
zbývající	/zbˈiːvajˌiːtsiː/
zbývající	/zbiːvajiːt͡siː/
zbývat	/zbiːvat/
zbývati	/zbiːvacɪ/
zbývá	/zbˈiːvaː/
zbývá	/zbiːvaː/
zběh	/zbjɛx/
zběhlého	/zbjɛɦlɛːɦo/
zběhlého	/zbjɛɦlɛːɦɔ/
zběhlý	/zbjɛɦliː/
zběhovcový	/zbjɛɦoftsoviː/
zběhovcový	/zbjɛɦɔft͡sɔviː/
zběhovec	/ˈzbjɛɦɔvɛt͡s/
zběhovec plazivý	/zbjɛɦɔvɛt͡s plazɪviː/
zcela	/stsɛla/
zcela	/st͡sɛla/
zcentralizovat	/sʔtsɛntralɪzovat/
zcentralizovat	/sʔt͡sɛntralɪzɔvat/
zcenzurovat	/sʔtsɛnzurovat/
zcenzurovat	/sʔt͡sɛnzʊrɔvat/
zchladit	/sxlaɟɪt/
zchladit si žáhu	/sxlaɟɪt sɪ ʒaːɦʊ/
zchladiti	/sxlaɟɪcɪ/
zchvácený	/sxvaːtsɛniː/
zchvácený	/sxvaːt͡sɛniː/
zcivilizovat	/sʔtsɪvɪlɪzovat/
zcivilizovat	/sʔt͡sɪvɪlɪzɔvat/
zcvoknout	/stsvoknout/
zcvoknout	/st͡svɔknɔʊ̯t/
zda	/zdˈa/
zda	/zda/
zdaleka	/zdalɛka/
zdali	/zdalɪ/
zdalipak	/zdalɪpak/
zdalipak	/ˈzdalɪpak/
zdanitelný	/zdaɲɪtɛlniː/
zdanitelný	/ˈzdaɲɪtɛlniː/
zdanovo	/zdanɔvɔ/
zdanění	/zdaɲɛɲiː/
zdar	/zdˈar/
zdar	/zdar/
zdarma	/zdˈarma/
zdarma	/zdarma/
zde	/zdɛ/
zde	/ˈzdɛ/
zdechlina	/zdɛxlɪna/
zdechlina	/ˈzdɛxlɪna/
zdechlinář	/zdɛxlɪnaːr̝/
zdechlinář	/zdɛxl̩ɪnaːr̝̊/
zdechovský	/zdɛxɔfskiː/
zdeformované	/zdɛfɔrmɔvanɛː/
zdejší	/zdɛjʃiː/
zdejších	/zdɛjʃiːx/
zdemokratizovat	/zdɛmokratɪzovat/
zdemokratizovat	/zdɛmɔkratɪzɔvat/
zdemoloval	/zdɛmoloval/
zdemoloval	/zdɛmɔlɔval/
zdemolované	/zdɛmolovanɛː/
zdemolované	/zdɛmɔlɔvanɛː/
zdemolovaném	/zdɛmɔlɔvanɛːm/
zdemoralizovat	/zdɛmoralɪzovat/
zdemoralizovat	/zdɛmɔralɪzɔvat/
zdemysličanek	/zdɛmɪslɪtʃanɛk/
zdemysličanek	/zdɛmɪslɪt͡ʃanek/
zdena	/zdɛna/
zdendův	/zdɛnduːf/
zdendův	/zdɛndʊːf/
zdenin	/zdɛɲɪn/
zdenka	/zdɛŋka/
zdenkův	/ˈzdɛŋ.kuːf/
zdenča	/ˈzdɛn.t͡ʃa/
zdenča	/ˈzdɛɲ.t͡ʃa/
zdenčin	/zdɛnt͡ʃɪn/
zdeněk	/zdɛɲɛk/
zdeněčkova	/zdɛɲɛtʃkova/
zdeněčkova	/zdɛɲɛt͡ʃkɔva/
zdeněčkův	/ˈzdɛ.ɲɛt͡ʃkuːf/
zdeňka	/zdɛɲka/
zdeňku	/zdɛɲku/
zdeňku	/zdɛɲkʊ/
zdeňkův	/ˈzdɛɲ.kuːf/
zdeňča	/ˈzdɛɲ.t͡ʃa/
zdeňčin	/zdɛɲt͡ʃɪn/
zdi	/zɟɪ/
zdichynce	/zɟɪxɪntsɛ/
zdichynce	/zɟi.xɪn.t͡sɛ/
zdichynec	/zɟɪxɪnɛts/
zdichynec	/ˈzɟɪxɪnɛt͡s/
zdický	/zɟɪtskiː/
zdický	/zɟɪt͡skiː/
zdigitalizovat	/zdɪgɪtalɪzovat/
zdigitalizovat	/zdɪgɪtalɪzɔvat/
zdivo	/zɟɪvo/
zdivo	/zɟɪvɔ/
zdlouhavý	/zdlouɦaviː/
zdlouhavý	/zdlɔʊ̯ɦaviː/
zdlábnout	/zdlaːbnout/
zdlábnout	/zdlaːbnɔʊ̯t/
zdobený	/zdobɛniː/
zdobený	/zdɔbɛniː/
zdobit	/zdobɪt/
zdobit	/zdɔbɪt/
zdobí	/zdˈobiː/
zdobí	/zdɔbiː/
zdobící	/ˈzdɔ.biː.t͡siː/
zdokonalovat	/zdokonalovat/
zdokonalovat	/ˈzdɔkɔnalɔvat/
zdola	/zdˈola/
zdola	/zdɔla/
zdolat	/zdolat/
zdramatizovat	/zdramatɪzovat/
zdramatizovat	/zdramatɪzɔvat/
zdrav	/zdraf/
zdravice	/ˈzdra.vɪ.t͡sɛ/
zdravit	/zdravɪt/
zdravotnická	/zdravotɲɪtskaː/
zdravotnická	/zdravɔtɲɪt͡skaː/
zdravotnický	/zdravotɲɪtskiː/
zdravotnický	/zdravɔtɲɪt͡skiː/
zdravotnictví	/zdravotɲɪtstviː/
zdravotnictví	/zdravɔtɲɪt͡stviː/
zdravotní	/zdrˈavotɲiː/
zdravotní	/zdravɔtɲiː/
zdravotníci	/zdravotɲiːtsɪ/
zdravotníci	/zdravɔtɲiːt͡sɪ/
zdravotník	/ˈzdra.vɔ.tɲiːk/
zdravotníka	/zdravɔtɲiːka/
zdravotníků	/zdrˈavotɲˌiːkuː/
zdravotníků	/zdravɔtɲiːkuː/
zdravotním	/zdrˈavotɲiːm/
zdravotním	/zdravɔtɲiːm/
zdravotními	/zdravotɲiːmɪ/
zdravotními	/zdravɔtɲiːmɪ/
zdravotnímu	/zdrˈavotɲˌiːmu/
zdravotnímu	/zdravɔtɲiːmʊ/
zdravotně	/zdravɔtɲɛ/
zdravé	/zdravɛː/
zdraví	/zdrˈaviː/
zdraví	/zdraviː/
zdravíce	/ˈzdra.viː.t͡sɛ/
zdravící	/ˈzdra.viː.t͡siː/
zdravím	/zdrˈaviːm/
zdravím	/zdraviːm/
zdravý	/zdrˈaviː/
zdravý	/zdraviː/
zdravý jako ryba	/zdraviː jakɔ rɪba/
zdravý jako rybička	/ˈzdraviː ˈjakɔ ˈrɪbɪt͡ʃka/
zdravý jako řípa	/ˈzdraviː ˈjakɔ ˈr̝iːpa/
zdravým	/zdrˈaviːm/
zdravým	/zdraviːm/
zdražení	/zdraʒɛɲiː/
zdražení	/ˈzdraʒɛɲiː/
zdražil	/zdraʒɪl/
zdražit	/zdraʒɪt/
zdraží	/zdraʒiː/
zdrb	/ˈzdr̩p/
zdrbl	/ˈzdr̩.bl̩/
zdrbnout	/zdrbnout/
zdrbnout	/ˈzdr̩bnɔʊ̯t/
zdrh	/ˈzdr̩x/
zdrhl	/zdrɦl/
zdrhl	/ˈzdr̩.ɦl̩/
zdrhls	/ˈzdr̩ɦl̩s/
zdrhnout	/zdrɦnout/
zdrhnout	/ˈzdr̩ɦnɔʊ̯t/
zdrhnul	/ˈzdr̩.ɦnʊl/
zdrhovadlo	/zdr̩ɦɔvadlɔ/
zdrobnělina	/ˈzdrɔbɲɛlɪna/
zdroj	/zdrˈoj/
zdroj	/zdrɔj/
zdrojem	/zdrojɛm/
zdrojem	/zdrɔjɛm/
zdráhat se	/zdraːɦat sɛ/
zdráv	/zdraːf/
zdrávas	/zdraːvas/
zdrávasek	/zdraːvasɛk/
zdrž	/zdrʃ/
zdrž	/zdr̩ʃ/
zdržel	/zdrʒɛl/
zdržet	/zdrʒɛt/
zdržet	/zdr̩ʒɛt/
zdržet se	/zdr̩ʒɛt sɛ/
zdržeti	/zdrʒɛcɪ/
zdržeti	/zdr̩ʒɛcɪ/
zdržovat	/zdrʒovat/
zdržovat	/zdr̩ʒɔvat/
zdržovati	/zdrʒovacɪ/
zdržovati	/zdr̩ʒɔvacɪ/
zdržím	/zdrʒiːm/
zdržím	/zdr̩ʒiːm/
zds	/ˈz ˈd ˈs/
zduř	/zdʊr̝̊/
zduřet	/zdur̝ɛt/
zduřet	/ˈzdʊ.r̝ɛt/
zduřeti	/zdur̝ɛcɪ/
zduřeti	/zdʊr̝ɛcɪ/
zdužnatělý	/zduʒnacɛliː/
zdužnatělý	/zdʊʒnacɛliː/
zdužnatět	/zdʊʒnacɛt/
zdvihat	/zdvɪɦat/
zdvihat	/ˈzdvɪhat/
zdvihnouce	/zdvɪɦnoutsɛ/
zdvihnouce	/zdvɪɦnɔʊ̯t͡sɛ/
zdvihnout	/zdvɪɦnout/
zdvihnout	/ˈzdvɪhnɔʊ̯t/
zdviž	/zdvɪʃ/
zdviž	/ˈzdvɪʃ/
zdvojené	/zdvojɛnɛː/
zdvojnásobení	/zdvɔjnaːsɔbɛɲiː/
zdvojnásobil	/zdvɔjnaːsɔbɪl/
zdvojnásobit	/zdvojnaːsobɪt/
zdvojnásobit	/zdvɔjnaːsɔbɪt/
zdvojnásobí	/zdvˈojnaːsˌobiː/
zdvojnásobí	/zdvɔjnaːsɔbiː/
zdvořile	/zdvor̝ɪlɛ/
zdvořile	/zdvɔr̝ɪlɛ/
zdvořilost	/zdvor̝ɪlost/
zdvořilost	/ˈzdvɔr̝ɪlɔst/
zdvořilý	/zdvor̝ɪliː/
zdvořilý	/zdvɔr̝ɪliː/
zdvíž	/zdviːʃ/
zdvíž	/ˈzdviːʃ/
zdynamizovat	/zdɪnamɪzovat/
zdynamizovat	/zdɪnamɪzɔvat/
zdá	/zdaː/
zdáli	/zdaːlɪ/
zdánlivý	/zdaːnlɪviː/
zdánlivě	/zdaːnlɪvjɛ/
zdání	/zdˈaːɲiː/
zdání	/ˈzdaː.ɲiː/
zdárně	/zdaːrɲɛ/
zdát se	/zdaːt sɛ/
zdít	/zɟiːt/
zdíti	/zɟiːcɪ/
zděděný	/zɟɛɟɛniː/
zděnkův	/ˈzɟɛŋ.kuːf/
zděný	/zɟɛniː/
zděňkův	/ˈzɟɛɲ.kuːf/
zdřevěnět	/zdr̝ɛvjɛɲɛt/
zdřímnout si	/ˈzdr̝iːmnɔʊ̯t‿sɪ/
zdůraznil	/zduːrazɲɪl/
zdůraznit	/zduːrazɲɪt/
zdůrazniti	/zduːrazɲɪcɪ/
zdůrazňovat	/ˈzduː.ra.zɲɔ.vat/
zdůrazňuje	/zduːrazɲujɛ/
zdůrazňuje	/zduːrazɲʊjɛ/
zdůrazňujeme	/zduːrazɲujɛmɛ/
zdůrazňujeme	/zduːrazɲʊjɛmɛ/
zdůrazňují	/zdˈuːrazɲˌujiː/
zdůrazňují	/zduːrazɲʊjiː/
zdůrazňující	/ˈzduː.ra.zɲʊ.jiː.t͡siː/
zdůvodnil	/zduːvodɲɪl/
zdůvodnil	/zduːvɔdɲɪl/
zdůvodnit	/zduːvɔdɲɪt/
ze	/zɛ/
zeb	/zɛp/
zebe	/ˈzɛbɛ/
zebou	/zɛbɔʊ̯/
zebra	/zɛbra/
zebra	/ˈzɛbra/
zebro	/zɛbro/
zebro	/ˈzɛbrɔ/
zebroid	/zɛbrojt/
zebroid	/zɛbrɔjt/
zebu	/zɛbu/
zebu	/zɛbʊ/
zebřičku	/zebr̝ɪt͡ʃkʊ/
zebří	/zɛbr̝iː/
zednice	/zɛdɲɪt͡sɛ/
zednářský	/zɛdnaːr̝̊skiː/
zední	/zɛdɲiː/
zedník	/zɛdɲiːk/
zedníkův	/zɛdɲiːkuːf/
zedníček skalní	/zɛdɲiːt͡ʃɛk skalɲiː/
zedínek	/zɛɟiːnɛk/
zefýr	/zɛfiːr/
zejména	/zɛjmɛːna/
zejozob asijský	/zɛjɔzɔb asɪjskiː/
